"CVE","CWE","Description","Chains","Weakness_Description"
"CVE-2021-36424","CWE-96","An issue discovered in phpwcms 1.9.25 allows remote attackers to run arbitrary code via DB user field during installation.","","enter the payload in the MySQL database settings: root\\';phpinfo();//"
"CVE-2021-39426","CWE-96","An issue was discovered in /Upload/admin/admin_notify.php in Seacms 11.4 allows attackers to execute arbitrary php code via the notify1 parameter when the action parameter equals set.","",""
"CVE-2021-39908","CWE-94","In all versions of GitLab CE/EE starting from 0.8.0 before 14.2.6, all versions starting from 14.3 before 14.3.4, and all versions starting from 14.4 before 14.4.1 certain Unicode characters can be abused to commit malicious code into projects without being noticed in merge request or source code viewer UI.","","Improper control of generation of code ('code injection'"
"CVE-2022-0282","CWE-79","Cross-site Scripting in Packagist microweber/microweber prior to 1.2.11. ","","HTML Injection is a vulnerability in which the attacker can inject malicious html content in the webpage."
"CVE-2022-0578","CWE-790","Code Injection in GitHub repository publify/publify prior to 9.2.8.","CWE-790->CWE-79","The application doesn't check/filter the comments provided by the user"
"CVE-2022-0819","CWE-138","Code Injection in GitHub repository dolibarr/dolibarr prior to 15.0.1.","CWE-138->CWE-95","Code Injection"
"CVE-2022-0845","CWE-95","Code Injection in GitHub repository pytorchlightning/pytorch-lightning prior to 1.6.0.","","os.system("
"CVE-2022-0885","CWE-862","The Member Hero WordPress plugin through 1.0.9 lacks authorization checks, and does not validate the a request parameter in an AJAX action, allowing unauthenticated users to call arbitrary PHP functions with no arguments.","","lacks authorization checks"
"CVE-2022-0944","CWE-1336","Template injection in connection test endpoint leads to RCE in GitHub repository sqlpad/sqlpad prior to 6.10.1.","","Template injection"
"CVE-2022-1159","CWE-94","Rockwell Automation Studio 5000 Logix Designer (all versions) are vulnerable when an attacker who achieves administrator access on a workstation running Studio 5000 Logix Designer could inject controller code undetectable to a user.","","could inject controller code undetectable to a user."
"CVE-2022-1517","CWE-250","LRM utilizes elevated privileges. An unauthenticated malicious actor can upload and execute code remotely at the operating system level, which can allow an attacker to change settings, configurations, software, or access sensitive data on the affected produc. An attacker could also exploit this vulnerability to access APIs not intended for general use and interact through the network.","","LRM utilizes elevated privileges"
"CVE-2022-20686","CWE-1284","Multiple vulnerabilities in the Link Layer Discovery Protocol (LLDP) functionality of Cisco ATA 190 Series Analog Telephone Adapter firmware could allow an unauthenticated, remote attacker to execute arbitrary code on an affected device and cause the LLDP service to restart. These vulnerabilities are due to missing length validation of certain LLDP packet header fields. An attacker could exploit these vulnerabilities by sending a malicious LLDP packet to an affected device. A successful exploit could allow the attacker to execute code on the affected device and cause LLDP to restart unexpectedly, resulting in a denial of service (DoS) condition.","","due to missing length validation"
"CVE-2022-2073","CWE-1336","Code Injection in GitHub repository getgrav/grav prior to 1.7.34.","","Server Side Template Injection"
"CVE-2022-21686","CWE-1336","PrestaShop is an Open Source e-commerce platform. Starting with version 1.7.0.0 and ending with version 1.7.8.3, an attacker is able to inject twig code inside the back office when using the legacy layout. The problem is fixed in version 1.7.8.3. There are no known workarounds.","","Server Side Twig Template Injection"
"CVE-2022-21831","CWE-94","A code injection vulnerability exists in the Active Storage >= v5.2.0 that could allow an attacker to execute code via image_processing arguments.","","code injection"
"CVE-2022-22285","CWE-94","A vulnerability using PendingIntent in Reminder prior to version 12.2.05.0 in Android R(11.0) and 12.3.02.1000 in Android S(12.0) allows attackers to execute privileged action by hijacking and modifying the intent.","","using PendingIntent... hijacking and modifying the intent"
"CVE-2022-22286","CWE-94","A vulnerability using PendingIntent in Bixby Routines prior to version 3.1.21.8 in Android R(11.0) and 2.6.30.5 in Android Q(10.0) allows attackers to execute privileged action by hijacking and modifying the intent.","","using PendingIntent... hijacking and modifying the intent"
"CVE-2022-22909","CWE-1336","HotelDruid v3.0.3 was discovered to contain a remote code execution (RCE) vulnerability which is exploited via an attacker inserting a crafted payload into the name field under the Create New Room module.","","{${system($_REQUEST[cmd])}}"
"CVE-2022-22985","CWE-790","The absence of filters when loading some sections in the web application of the vulnerable device allows attackers to inject malicious code that will be interpreted when a legitimate user accesses the specific web section where the information is displayed. Injection can be done on specific parameters. The injected code is executed when a legitimate user attempts to review history.","CWE-790->CWE-94","absence of filters ... allows attackers to inject malicious code that will be interpreted"
"CVE-2022-23008","CWE-79","On NGINX Controller API Management versions 3.18.0-3.19.0, an authenticated attacker with access to the ""user"" or ""admin"" role can use undisclosed API endpoints on NGINX Controller API Management to inject JavaScript code that is executed on managed NGINX data plane instances. Note: Software versions which have reached End of Technical Support (EoTS) are not evaluated.","","inject JavaScript code"
"CVE-2022-23120","CWE-94","A code injection vulnerability in Trend Micro Deep Security and Cloud One - Workload Security Agent for Linux version 20 and below could allow an attacker to escalate privileges and run arbitrary code in the context of root. Please note: an attacker must first obtain access to the target agent in an un-activated and unconfigured state in order to exploit this vulnerability.","","code injection vulnerability"
