CVE,New CWE,Reasoning
CVE-2022-26198,CWE-790,"(Chains: CWE-790->CWE-79) github ref has ""Text editing without filtering"" and shows PoC payload with ""<img src="" indicating html code is injected"
CVE-2022-26198,CWE-79,"(Chains: CWE-790->CWE-79) github ref has ""Text editing without filtering"" and shows PoC payload with ""<img src="" indicating html code is injected"
CVE-2022-26205,CWE-74,"""injection of a crafted payload"" in desc. github ref is 404"
CVE-2022-26255,CWE-79,"github ref has ""XSS payload"" and shows PoC with ""name: a<img/src="""
CVE-2022-26272,CWE-790,"(Chains: CWE-790->CWE-96) ""parameter ... is not strictly filtered"" and shows payload injecting ""111111111111111111111111';system($_GET['cmd']);//"" into a php config file"
CVE-2022-26272,CWE-96,"(Chains: CWE-790->CWE-96) ""parameter ... is not strictly filtered"" and shows payload injecting ""111111111111111111111111';system($_GET['cmd']);//"" into a php config file"
CVE-2022-28096,CWE-790,"(Chains: CWE-790->CWE-96) github ref has ""There is no filter /* and */ for variables"" and shows PoC injecting ""*/system($_POST[a]);/*"" into an existing php file"
CVE-2022-28096,CWE-96,"(Chains: CWE-790->CWE-96) github ref has ""There is no filter /* and */ for variables"" and shows PoC injecting ""*/system($_POST[a]);/*"" into an existing php file"
CVE-2022-28960,CWE-116,"(Chains: CWE-116->CWE-95) translated root-me ref has ""variables such as the title and content are not properly encoded or escaped before being passed to the eval function"""
CVE-2022-28960,CWE-95,"(Chains: CWE-116->CWE-95) translated root-me ref has ""variables such as the title and content are not properly encoded or escaped before being passed to the eval function"""
CVE-2022-29115,NVD-CWE-Insufficient-Info,"""Remote Code Execution"" in desc describes a technical impact and microsoft ref does not have additional details"
CVE-2022-29216,CWE-95,"""removed the `safe=False` argument, so all parsing is done without calling `eval`"" in desc and GHSA ref shows the vulnerable code uses ""eval(expr)"""
CVE-2022-29221,CWE-1336,"""Smarty is a template engine ... template authors could inject php code"""
CVE-2022-29813,CWE-94,"""local code execution"" in desc describes a technical impact and jetbrains ref doesn't provide further detail, but vendor maps to CWE-94"
CVE-2022-29814,CWE-94,"""local code execution"" in desc describes a technical impact and jetbrains ref doesn't provide further detail, but vendor maps to CWE-94"
CVE-2022-29815,CWE-94,"""local code execution"" in desc describes a technical impact and jetbrains ref doesn't provide further detail, but vendor maps to CWE-94"
CVE-2022-29819,CWE-94,"""local code execution"" in desc describes a technical impact and jetbrains ref doesn't provide further detail, but vendor maps to CWE-94"
CVE-2022-29821,CWE-94,"""local code execution"" in desc describes a technical impact and jetbrains ref doesn't provide further detail, but vendor maps to CWE-94"
CVE-2022-30083,CWE-94,"""Code Injection"" in desc and portswigger ref is a generic tutorial on testing for code injection"
CVE-2022-30141,NVD-CWE-Insufficient-Info,"""Remote Code Execution"" in desc describes a technical impact and ref doesn't provide further info"
CVE-2022-30145,NVD-CWE-Insufficient-Info,"""Remote Code Execution"" in desc describes a technical impact and ref doesn't provide further info"
CVE-2022-30877,CWE-506,"""malicious backdoor"" in github ref"
CVE-2022-31691,NVD-CWE-Insufficient-Info,"""remote code execution"" in desc describes a technical impact and tanzu ref has no additional details"
CVE-2022-32054,CWE-78,"https://github.com/winmt/my-vuls/tree/main/Tenda%20AC10 says ""inject evil command into parameter lanIp which will be passed as a part of an argument to doSystemCmd"" with a POC containing shell metacharacters ("";telnetd -l /bin/sh;"")"
CVE-2022-32409,CWE-24,"https://web.archive.org/web/20220714232312/https://github.com/wagnerdracha/ProofOfConcept/blob/main/i3geo_proof_of_concept.txt shows use of ""../../"" sequences in the pagina parameter"
CVE-2022-32417,CWE-95,"desc is impact-only (""remote code execution""). https://web.archive.org/web/20220715010049/https://github.com/Snakinya/Vuln/issues/1 shows ""execute the malicious code in the parserIfLabel using eval"""
CVE-2022-3383,CWE-790,"(Chains: CWE-790->CWE-94) github ref says ""The sink function is call_user_func()... These callback functions are used to help users defined their own functions. However, the parameters are not filtered."" and NVD Contributor maps to CWE-94"
CVE-2022-3383,CWE-94,"(Chains: CWE-790->CWE-94) github ref says ""The sink function is call_user_func()... These callback functions are used to help users defined their own functions. However, the parameters are not filtered."" and NVD Contributor maps to CWE-94"
CVE-2022-3384,CWE-790,"(Chains: CWE-790->CWE-94) github ref says ""Some call_user_func()... [that] can only execute non-parameter PHP function, just like phpinfo()... I think some filters can be added to filter parameter to avoid the execution of unexpected functions."" and NVD Contributor maps to CWE-94"
CVE-2022-3384,CWE-94,"(Chains: CWE-790->CWE-94) github ref says ""Some call_user_func()... [that] can only execute non-parameter PHP function, just like phpinfo()... I think some filters can be added to filter parameter to avoid the execution of unexpected functions."" and NVD Contributor maps to CWE-94"
CVE-2022-3394,CWE-95,"""does not limit some functionality... only to users with the Administrator role"". https://github.com/p3n7a90n/WPPluginsVulnerabilitiesReported/tree/main/wp-all-export-pro/CodeInjection says ""cc_code($fieldCode) value(payload) is being used into the eval function (Sink)"""
CVE-2022-34456,CWE-94,"desc says ""Code Injection"" and NVD Contributor maps to CWE-94."
CVE-2022-34663,CWE-94,"desc says ""web-based code injection"". Vendor / NVD Provider maps to CWE-94."
CVE-2022-34821,CWE-94,"desc says ""injecting code"" and NVD Provider / vendor ref map to CWE-94."
CVE-2022-35516,CWE-96,"github ref says ""When a user fails to login, the failure message will be written to file /data/login.data.php... The file write operation does not filter the write content sufficiently."" A screenshot shows a $str_login variable being modified with an attacker-controlled phpinfo call."
CVE-2022-35766,NVD-CWE-Insufficient-Info,"desc is tech-impact only (""Remote Code Execution""). No detailed references found."
CVE-2022-35772,NVD-CWE-Insufficient-Info,"desc is tech-impact only (""Remote Code Execution""). No detailed references found."
CVE-2022-35773,NVD-CWE-Insufficient-Info,"desc is tech-impact only (""Remote Code Execution""). No detailed references found."
CVE-2022-35777,NVD-CWE-Insufficient-Info,"desc is tech-impact only (""Remote Code Execution""). No detailed references found."
CVE-2022-35779,NVD-CWE-Insufficient-Info,"desc is tech-impact only (""Remote Code Execution""). No detailed references found."
CVE-2022-35835,NVD-CWE-Insufficient-Info,"desc is tech-impact only (""Remote Code Execution""). No detailed references found."
CVE-2022-35836,NVD-CWE-Insufficient-Info,"desc is tech-impact only (""Remote Code Execution""). No detailed references found."
CVE-2022-35944,CWE-1336,"desc says ""bypass the Safe Mode... restriction to introduce new PHP code in a CMS template"". This suggests that there is an attempt to prevent code injection into a CMS template, indicating template injection."
CVE-2022-36006,CWE-502,"GHSA-8867-q4xf-cqgm ref says ""insecure deserialization"""
CVE-2022-36036,CWE-79,"""arbitrary javascript injection"""
CVE-2022-36099,CWE-116,"(Chains: CWE-116->CWE-95) ""it's possible to inject arbitrary wiki syntax including... script macros... allows arbitrary Groovy/Python/Velocity code execution"". Commit ref says ""Escape parameters for translation macro"" and adds code invoking a services.rendering.escape() function. NVD Provider maps to both CWE-94 and CWE-95. GHSA-xr6m-2p4m-jvqf ref says ""Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection')"" and maps to CWE-95."
CVE-2022-36099,CWE-95,"(Chains: CWE-116->CWE-95) ""it's possible to inject arbitrary wiki syntax including... script macros... allows arbitrary Groovy/Python/Velocity code execution"". Commit ref says ""Escape parameters for translation macro"" and adds code invoking a services.rendering.escape() function. NVD Provider maps to both CWE-94 and CWE-95. GHSA-xr6m-2p4m-jvqf ref says ""Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection')"" and maps to CWE-95."
CVE-2022-36099,UNSURE,"(Chains: CWE-116->CWE-95) ""it's possible to inject arbitrary wiki syntax including... script macros... allows arbitrary Groovy/Python/Velocity code execution"". Commit ref says ""Escape parameters for translation macro"" and adds code invoking a services.rendering.escape() function. NVD Provider maps to both CWE-94 and CWE-95. GHSA-xr6m-2p4m-jvqf ref says ""Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection')"" and maps to CWE-95."
CVE-2022-36100,CWE-116,"(Chains: CWE-116->CWE-95) GHSA-2g5c-228j-p52x says ""Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection')"" and maps to CWE-95. Commit ref says ""Escape tag names"" and adds multiple calls to a services.rendering.escape() function."
CVE-2022-36100,CWE-95,"(Chains: CWE-116->CWE-95) GHSA-2g5c-228j-p52x says ""Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection')"" and maps to CWE-95. Commit ref says ""Escape tag names"" and adds multiple calls to a services.rendering.escape() function."
CVE-2022-36215,CWE-790,"(Chains: CWE-790->CWE-96) ref shows use of ""phpinfo()"" in the nvarvalue parameter. Ref also says ""the filtering of variables of type 'number' is not strict when writing to the database and php files"" and has a screenshot that says ""the value is written to the php file without quotation marks"" showing the setting of a $test variable to the phpinfo() string."
CVE-2022-36215,CWE-96,"(Chains: CWE-790->CWE-96) ref shows use of ""phpinfo()"" in the nvarvalue parameter. Ref also says ""the filtering of variables of type 'number' is not strict when writing to the database and php files"" and has a screenshot that says ""the value is written to the php file without quotation marks"" showing the setting of a $test variable to the phpinfo() string."
CVE-2022-36216,CWE-96,Ref POC shows including phpinfo() in the id parameter to /data/password.data.php and shows code with the $content variable saving <?php> sequences into a file using fwrite().
CVE-2022-36799,CWE-1336,"""Template Injection"""
CVE-2022-3696,CWE-94,"desc / vendor ref say ""code injection"""
CVE-2022-37009,CWE-94,"desc is impact-only (""local code execution"") but NVD Reference and vendor ref map to CWE-94."
CVE-2022-3713,CWE-94,"""code injection"" in desc and vendor ref."
CVE-2022-37904,NVD-CWE-Insufficient-Info,"desc/ref are impact-only: ""execute arbitrary code"""
CVE-2022-37905,NVD-CWE-Insufficient-Info,"desc/ref are impact-only: ""execute arbitrary code"""
CVE-2022-37933,CWE-74,"desc/vendor ref say ""Data Injection"" with no other details available."
CVE-2022-37933,UNSURE,"desc/vendor ref say ""Data Injection"" with no other details available."
CVE-2022-37982,NVD-CWE-Insufficient-Info,"desc is impact-only ""Remote Code Execution"". No other details found."
CVE-2022-38193,CWE-95,"desc says ""code injection"". NVD Reference (vendor) and vendor ref map to CWE-95."
CVE-2022-39327,CWE-78,"GHSA-47xc-9rr2-q7p4 ref says ""code injection... [using] any version of PowerShell... when the parameter value contains the `&` or `|` symbols"" - i.e., shell metacharacters in PowerShell. GHSA ref maps to CWE-94 and says ""Improper Control of Generation of Code ('Code Injection')... This input, when formed correctly, could potentially be run as system commands... In cmd.exe, the & and | symbols invoke command execution."" and shows a ""abc123|whoami"" in the POC"
CVE-2022-4009,CWE-77,"advisories.octopus.com ref says ""IMPROPER NEUTRALISATION OF SPECIAL ELEMENTS USED IN A COMMAND"" which is the name of CWE-77. Ref also says ""Command injection"""
CVE-2022-40127,CWE-94,"NVD Provider maps to CWE-94. airflow/pull/25960 ref hints at command injection, but the fix is not obviously connected."
CVE-2022-4060,CWE-94,"""does not limit what callback functions can be called by users"". Research: update CWE-94 to mention callbacks."
CVE-2022-4060,CWE-RESEARCH,"""does not limit what callback functions can be called by users"". Research: update CWE-94 to mention callbacks."
CVE-2022-40628,CWE-94,"""improper control of code generation"" in desc is equivalent to ""Improper Control of Generation of Code"". NVD Reference maps to CWE-94."
CVE-2022-41158,CWE-22,"desc says ""using cookie values as paths to a file"" and NVD Contributor maps to CWE-22. Desc says ""Remote code execution"" which is a tech impact, so NVD Contributor's additional map to CWE-94 is treated as inappropriate."
CVE-2022-41158,UNSURE,"desc says ""using cookie values as paths to a file"" and NVD Contributor maps to CWE-22. Desc says ""Remote code execution"" which is a tech impact, so NVD Contributor's additional map to CWE-94 is treated as inappropriate."
CVE-2022-4116,NVD-CWE-Insufficient-Info,"desc/ref say ""remote code execution"" but that is a tech impact."
CVE-2022-41205,CWE-94,NVD Provider / vendor map to CWE-94.
CVE-2022-41264,CWE-94,"NVD Provider maps to CWE-94, but desc says ""attacker [can] access a system class and execute any of its public methods with parameters provided by the attacker"" which might suggest an authorization/permission problem."
CVE-2022-41264,UNSURE,"NVD Provider maps to CWE-94, but desc says ""attacker [can] access a system class and execute any of its public methods with parameters provided by the attacker"" which might suggest an authorization/permission problem."
CVE-2022-41945,CWE-790,"(Chains: CWE-790->CWE-78) desc: ""URL is not filtered and directly spliced... into the command"" suggests CWE-77. GHSA-732j-763p-cvqg ref says ""Command Injection"" and shows a code snippet that ultimately invokes cmd.exe or /bin/bash, indicating OS command injection."
CVE-2022-41945,CWE-78,"(Chains: CWE-790->CWE-78) desc: ""URL is not filtered and directly spliced... into the command"" suggests CWE-77. GHSA-732j-763p-cvqg ref says ""Command Injection"" and shows a code snippet that ultimately invokes cmd.exe or /bin/bash, indicating OS command injection."
CVE-2022-41945,UNSURE,"(Chains: CWE-790->CWE-78) desc: ""URL is not filtered and directly spliced... into the command"" suggests CWE-77. GHSA-732j-763p-cvqg ref says ""Command Injection"" and shows a code snippet that ultimately invokes cmd.exe or /bin/bash, indicating OS command injection."
